Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall
9792275204,2019-10-29 00:56:20,2019-10-28 15:19:00,Denison,Texas,903,"Calls pretending to be government, businesses, or family and friends",Y
7135540988,2019-10-29 00:57:28,2019-10-28 18:55:00,Houston,Texas,281,Other,N
4075631020,2019-10-29 00:58:13,2019-10-28 14:00:00,Cathlamet,Washington,360,No Subject Provided,Y
7242760789,2019-10-29 01:00:35,2019-10-28 11:56:00,,Pennsylvania,610,No Subject Provided,Y
5108983341,2019-10-29 01:00:43,2019-10-28 17:17:00,Cathlamet,Washington,360,No Subject Provided,Y
,2019-10-29 01:00:48,2019-10-28 22:51:00,,Texas,979,"Calls pretending to be government, businesses, or family and friends",Y
7135540988,2019-10-29 01:01:09,2019-10-28 19:17:00,Houston,Texas,281,Other,N
6508894649,2019-10-29 01:04:13,2019-10-28 17:24:00,,California,650,Dropped call or no message,Y
8069469416,2019-10-29 01:04:35,2019-10-28 09:07:00,,Texas,806,Warranties  & protection plans,Y
3126679473,2019-10-29 01:09:39,2019-10-28 14:40:00,,Indiana,260,Computer  & technical support,Y
7406330927,2019-10-29 01:10:47,2019-10-28 18:47:00,Martins Ferry,Ohio,740,Home security  & alarms,Y
2159628663,2019-10-29 01:12:30,2019-10-28 18:53:00,,Pennsylvania,215,No Subject Provided,Y
7735868214,2019-10-29 01:13:06,2019-10-28 15:28:00,Chicago,Illinois,773,Warranties  & protection plans,Y
,2019-10-29 01:17:31,2019-10-28 15:12:00,Warner robins,Georgia,706,"Calls pretending to be government, businesses, or family and friends",Y
7065146971,2019-10-29 01:20:07,2019-10-28 15:12:00,Warner robins,Georgia,478,"Calls pretending to be government, businesses, or family and friends",Y
9252391994,2019-10-29 01:23:17,2019-10-28 09:10:00,concord,California,925,No Subject Provided,Y
9253026513,2019-10-29 01:25:13,2019-10-28 11:05:00,concord,California,925,No Subject Provided,Y
2164826243,2019-10-29 01:25:16,2019-10-28 00:00:00,Macedonia,Ohio,216,Computer  & technical support,Y
3476412985,2019-10-29 01:30:12,2019-10-28 14:00:00,,California,707,No Subject Provided,Y
2096822230,2019-10-29 01:30:53,2019-10-28 14:00:00,,California,707,No Subject Provided,Y
