Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall
,2019-10-18 02:18:38,2019-10-17 08:30:00,,North Carolina,919,No Subject Provided,Y
2138072347,2019-10-18 02:18:47,2019-10-17 10:29:00,Camarillo,California,805,No Subject Provided,Y
8009556600,2019-10-18 02:20:07,2019-10-17 23:15:00,Sacramento,California,916,"Calls pretending to be government, businesses, or family and friends",Y
7147903703,2019-10-18 02:16:24,2019-10-18 02:16:24,,California,714,No Subject Provided,N
+19549082819,2019-10-18 01:03:20,2019-10-18 01:03:20,,Florida,786,No Subject Provided,N
9044544315,2019-10-18 01:05:01,2019-10-18 01:05:01,,Florida,904,No Subject Provided,N
+18442999291,2019-10-18 01:06:12,2019-10-18 01:06:12,,North Carolina,704,No Subject Provided,Y
+18572609891,2019-10-18 01:08:49,2019-10-18 01:08:49,,Massachusetts,781,No Subject Provided,N
+17162791285,2019-10-18 01:11:58,2019-10-18 01:11:58,,New York,716,No Subject Provided,N
+14846435942,2019-10-18 01:12:19,2019-10-18 01:12:19,,Pennsylvania,484,No Subject Provided,N
+12134310926,2019-10-18 01:25:58,2019-10-18 01:25:58,,Pennsylvania,267,No Subject Provided,Y
+17739022238,2019-10-18 01:29:37,2019-10-18 01:29:37,,Illinois,773,No Subject Provided,N
6174796941,2019-10-18 01:32:36,2019-10-18 01:32:36,,Massachusetts,617,No Subject Provided,Y
+16269678605,2019-10-18 01:34:26,2019-10-18 01:34:26,,California,626,No Subject Provided,Y
+18883090142,2019-10-18 01:34:33,2019-10-18 01:34:33,,Texas,346,No Subject Provided,N
323762,2019-10-18 01:37:09,2019-10-18 01:37:09,,California,951,No Subject Provided,Y
323762,2019-10-18 01:37:52,2019-10-18 01:37:52,,California,951,No Subject Provided,Y
9001,2019-10-18 01:38:22,2019-10-18 01:38:22,,California,951,No Subject Provided,Y
+17187802669,2019-10-18 01:38:46,2019-10-18 01:38:46,,New York,718,No Subject Provided,Y
8152052278,2019-10-18 01:45:14,2019-10-18 01:45:14,,Illinois,815,No Subject Provided,N
